min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
,,,"Richardson, TX",16306.0,Insurance,Health Care Service Corporation
,,Mid-Senior level,"Brunswick, GA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Brunswick, GA",19163.0,Staffing and Recruiting,Aya Healthcare
167400.0,,Mid-Senior level,"San Jose, CA",2949.0,Software Development,BILL
,,Entry level,"Houston, TX",1102.0,Non-profit Organizations,YMCA of Greater Houston
,,,"Rochester, NY",69.0,IT Services and IT Consulting,ComTec Solutions
,,,"Fort Worth, TX",1032.0,Aviation and Aerospace Component Manufacturing,RECARO Aircraft Seating
,,,"Fort Worth, TX",1032.0,Aviation and Aerospace Component Manufacturing,RECARO Aircraft Seating
,1.0,Mid-Senior level,"Baltimore, MD",34656.0,Software Development,VMware
,1.0,Mid-Senior level,"Atlanta, GA",34656.0,Software Development,VMware
,1.0,Mid-Senior level,"Palo Alto, CA",34656.0,Software Development,VMware
31.0,,Entry level,"Seneca, SC",19163.0,Staffing and Recruiting,Aya Healthcare
31.0,,Entry level,"Greer, SC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Brunswick, GA",19163.0,Staffing and Recruiting,Aya Healthcare
24.0,,Entry level,"San Francisco, CA",713.0,Non-profit Organization Management,YMCA of San Francisco
,,Entry level,"Houston, TX",1102.0,Non-profit Organizations,YMCA of Greater Houston
,,Entry level,"Dallastown, PA",20242.0,Retail,Advance Auto Parts
,,Entry level,"Plano, TX",20242.0,Retail,Advance Auto Parts
125000.0,1.0,Mid-Senior level,"Yakima, WA",358.0,Financial Services,J. Galt
,1.0,Mid-Senior level,"Seattle, WA",34656.0,Software Development,VMware
,1.0,Mid-Senior level,"Chicago, IL",34656.0,Software Development,VMware
,1.0,Mid-Senior level,"New York, NY",34656.0,Software Development,VMware
,,,"Denver, CO",1889.0,Truck Transportation,Colorado Department of Transportation
31.0,,Entry level,"Clinton, SC",19163.0,Staffing and Recruiting,Aya Healthcare
31.0,,Entry level,"Columbia, SC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Jacksonville, FL",68486.0,Financial Services,Deutsche Bank
,,Mid-Senior level,"St Louis, MO",31377.0,IT Services and IT Consulting,TELUS International
,,Entry level,"Del City, OK",20242.0,Retail,Advance Auto Parts
,,Mid-Senior level,"Pontiac, MI",500.0,Hospitals and Health Care,Trinity Health MI
31.0,,Entry level,"Seneca, SC",19163.0,Staffing and Recruiting,Aya Healthcare
31.0,,Mid-Senior level,"Columbia, SC",19163.0,Staffing and Recruiting,Aya Healthcare
31.0,,Entry level,"Columbia, SC",19163.0,Staffing and Recruiting,Aya Healthcare
,,Mid-Senior level,"Brunswick, GA",19163.0,Staffing and Recruiting,Aya Healthcare
,,Entry level,"Houston, TX",1102.0,Non-profit Organizations,YMCA of Greater Houston
,,Mid-Senior level,"Houston, TX",1102.0,Non-profit Organizations,YMCA of Greater Houston
,,Associate,"Ann Arbor, MI",31569.0,IT Services and IT Consulting,Thomson Reuters
114000.0,,Mid-Senior level,"New York, NY",3542.0,Financial Services,DWS Group
,,Mid-Senior level,"Chicago, IL",3542.0,Financial Services,DWS Group
83000.0,,Associate,"Columbia, MD",967.0,Wholesale Building Materials,dormakaba Americas
,,,"Ankeny, IA",3899.0,Hospitals and Health Care,MercyOne
,,Entry level,"Overland Park, KS",20242.0,Retail,Advance Auto Parts
12.25,,Entry level,"Raynham, MA",20242.0,Retail,Advance Auto Parts
,,Director,"San Antonio, TX",708.0,Food and Beverage Services,Black Rifle Coffee Company
,,Entry level,"Sioux City, IA",3899.0,Hospitals and Health Care,MercyOne
,,Entry level,"Honesdale, PA",20242.0,Retail,Advance Auto Parts
,,Director,"Piedmont, SC",20242.0,Retail,Advance Auto Parts
,,Entry level,"Cicero, NY",20242.0,Retail,Advance Auto Parts
,,Entry level,"Knox, IN",20242.0,Retail,Advance Auto Parts
112500.0,,Mid-Senior level,"New York, NY",3542.0,Financial Services,DWS Group
,,Mid-Senior level,"University, FL",2808.0,Real Estate,Places for People
,,Entry level,"Ankeny, IA",3899.0,Hospitals and Health Care,MercyOne
,,Entry level,"Marlow Heights, MD",20242.0,Retail,Advance Auto Parts
,,Entry level,"Fernandina Beach, FL",20242.0,Retail,Advance Auto Parts
104711.0,,,"Los Angeles, CA",50264.0,Entertainment Providers,TikTok
,,,"Johnston, IA",3899.0,Hospitals and Health Care,MercyOne
10.25,,Entry level,"Middletown, CT",20242.0,Retail,Advance Auto Parts
,,Entry level,"Montgomery, IL",20242.0,Retail,Advance Auto Parts
,,Mid-Senior level,"Livonia, MI",3899.0,Hospitals and Health Care,MercyOne
139650.0,,,"Seattle, WA",50264.0,Entertainment Providers,TikTok
,,,"Nashville, TN",50264.0,Entertainment Providers,TikTok
,,,"Austin, TX",50264.0,Entertainment Providers,TikTok
,,Entry level,"Miami, FL",67.0,Staffing and Recruiting,"Staffing Resource Group, Inc"
,,Entry level,"Miami, FL",67.0,Staffing and Recruiting,"Staffing Resource Group, Inc"
,,Entry level,"Little Rock, AR",879.0,Wholesale Building Materials,Trex Company
,,Mid-Senior level,"Hatboro, PA",23.0,Truck Transportation,Express 4x4 Truck Rental
60000.0,,,"Atlanta, GA",68.0,Medical Practices,"Primecare Home Care Services, Inc"
20.0,,,"Boston, MA",,,
,,,"North Brunswick, NJ",,,
70000.0,,,"Framingham, MA",57.0,Food and Beverage Services,Jack's Abby Brewing Company
,,,"North Brunswick, NJ",,,
68000.0,,,"North Miami Beach, FL",,,
80000.0,,,"Blue Bell, PA",21.0,Hospitals and Health Care,Inhospital Physicians
,,,"Somerville, NJ",0.0,Public Relations and Communications Services,INK Creative Strategies
,,Entry level,"Marion, SC",2521.0,Paper and Forest Product Manufacturing,Canfor
,,,"Fairfield, AL",2.0,Primary and Secondary Education,Independence Preparatory Academy
,,,"Livingston, NJ",,,
45000.0,,,"Bowling Green, KY",72.0,Wholesale,Lifeguard Press
,,Entry level,"Graham, NC",2521.0,Paper and Forest Product Manufacturing,Canfor
,,,"Memphis, TN",15.0,Civic and Social Organizations,Leadership Memphis
,,,"Philadelphia, PA",10.0,Architecture and Planning,Tantillo Architecture LLC
65000.0,,,"Dallas, TX",26.0,Real Estate,"Cedar Ridge Services, LLC"
,,,"New Port Richey, FL",4.0,Real Estate,"Heiler Communities, LLC"
,,,"McDonough, GA",,,
,,,"Des Moines, IA",15.0,Food and Beverage Services,smoodi
,,,"Boston, MA",372.0,Wellness and Fitness Services,Exhale Spa
,,,"Princeton, NJ",33.0,IT Services and IT Consulting,"EDDA Technology, Inc."
65000.0,,,"McDonough, GA",,Packaging and Containers Manufacturing,
60000.0,,,"New York, NY",24.0,Architecture and Planning,"FSI Architecture, PC"
40000.0,,,"Pinson, TN",13.0,Government Administration,"YOUTH TOWN OF TENNESSEE, INC."
18.0,,,"Bath, PA",7.0,Printing Services,M.S. Techz
,,,"Newport, RI",347.0,Real Estate,Berkshire Hathaway HomeServices Commonwealth Real Estate
,,,"Deerfield Beach, FL",198.0,Hospitals and Health Care,MTI America
17.0,,,"St Petersburg, FL",33.0,Hospitals and Health Care,"MissionCare Collective (myCNAjobs, CoachUp Care, MissionCare)"
,,Mid-Senior level,"Philadelphia, PA",670.0,Telecommunications,Turnberry Solutions
,1.0,Associate,"Alexandria, VA",790.0,Online Audio and Video Media,American Society of Clinical Oncology (ASCO)
,,Mid-Senior level,"Orlando, FL",9975.0,Travel Arrangements,Universal Orlando Resort
,,Mid-Senior level,"Chicago, IL",4756.0,Law Practice,
,,,"North Haven, CT",,,
,1.0,Mid-Senior level,United States,106.0,IT Services and IT Consulting,The Crox Group
125000.0,1.0,Mid-Senior level,"Chicago, IL",329.0,Accounting,Ascendo Resources
,,Mid-Senior level,"New York, United States",7.0,"Technology, Information and Internet",
70000.0,,Associate,New York City Metropolitan Area,469.0,Retail Luxury Goods and Jewelry,BYREDO
35000.0,,,"Fort Pierce, FL",8.0,Machinery Manufacturing,
150000.0,,,"Jacksonville, FL",6.0,Staffing and Recruiting,
70000.0,,,Nashville Metropolitan Area,,Accounting,
15.5,,Entry level,"Lithia Springs, GA",1974.0,Food and Beverage Services,Home Chef
29.0,,,"Fort Myers, FL",31.0,Manufacturing,
15.5,,Entry level,"Lithia Springs, GA",1974.0,Food and Beverage Services,Home Chef
58000.0,,,"Dallas, TX",59.0,Software Development,
,,,"Alexandria, VA",8.0,"Appliances, Electrical, and Electronics Manufacturing",Koandah
,,,"Tewksbury, MA",12.0,Wellness and Fitness Services,
,,,"Dedham, MA",98.0,Medical Practices,
,,,"Murfreesboro, TN",113.0,Hospitals and Health Care,
18.26,,,"Paducah, KY",,,
,,,New York City Metropolitan Area,29.0,Environmental Services,
,,,"Belleville, NJ",,,
,1.0,Director,"Connecticut, United States",491.0,Financial Services,Form3
55000.0,,,"Naples, FL",120.0,Medical Equipment Manufacturing,Vive Health
,1.0,,"Manhattan, NY",23.0,Advertising Services,ShoutVox
,1.0,Director,"Florida, United States",491.0,Financial Services,Form3
,1.0,Director,"New Jersey, United States",491.0,Financial Services,Form3
,,Mid-Senior level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Bethesda, MD",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Atlanta, GA",29941.0,Industrial Machinery Manufacturing,Schindler Group
,,,"Southfield, MI",160.0,Motor Vehicle Manufacturing,Pi Square Technologies
,,Mid-Senior level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
130000.0,,Executive,"San Francisco, CA",21.0,Advertising Services,Grey Matter Recruitment
,,Mid-Senior level,"Koloa, HI",4808.0,Hospitality,Grand Hyatt
,,Entry level,"Spencer, IA",6279.0,Food and Beverage Manufacturing,"Land O'Lakes, Inc."
,,Mid-Senior level,"Nashville, TN",17857.0,Hospitals and Health Care,Vanderbilt University Medical Center
,,,"Jackson, GA",2862.0,"Transportation, Logistics, Supply Chain and Storage",FedEx Logistics
16.8,,,"Fremont, CA",28447.0,Retail,Ulta Beauty
,,Entry level,"West Point, PA",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Mid-Senior level,"Augusta, GA",1.0,Staffing and Recruiting,Versa Recruiting LLC
,,Mid-Senior level,"Buffalo, NY",26.0,Human Resources,Eklego Workforce Solutions
,,Entry level,"Marquette, MI",9.0,Transportation/Trucking/Railroad,American Trucking Group
,,Director,"Glassboro, NJ",217.0,Non-profit Organizations,Acenda Integrated Health
,1.0,Director,"Massachusetts, United States",491.0,Financial Services,Form3
150000.0,1.0,Director,United States,17.0,Information Services,Iceberg (Cyber Security)
,,Mid-Senior level,"Chesapeake, VA",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
17.84,,Entry level,"Turlock, CA",1155.0,Food & Beverages,"FreshPoint, Inc."
,,Entry level,"New York, NY",3457.0,Non-profit Organizations,Wildlife Conservation Society
,1.0,,United States,157.0,IT Services and IT Consulting,Matellio Inc.
,,Entry level,"San Antonio, TX",1320.0,Hospitals and Health Care,GI Alliance
,,Mid-Senior level,"Koloa, HI",4808.0,Hospitality,Grand Hyatt
20.35,,Entry level,"Newnan, GA",10095.0,Hospitals and Health Care,City of Hope
14.5,,,"Rolla, MO",2926.0,Research Services,Missouri University of Science and Technology
,,Mid-Senior level,"Nashville, TN",17857.0,Hospitals and Health Care,Vanderbilt University Medical Center
,,Entry level,"Tampa, FL",98514.0,IT Services and IT Consulting,LTIMindtree
,,Mid-Senior level,"Irving, TX",98514.0,IT Services and IT Consulting,LTIMindtree
18.0,,Internship,"Cleveland, OH",5711.0,Motor Vehicle Manufacturing,Safelite
,,Associate,"Columbus, OH",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Associate,"Philadelphia, PA",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Mid-Senior level,"Fredonia, NY",26.0,Human Resources,Eklego Workforce Solutions
,,Entry level,"Perham, MN",137.0,Hospitals and Health Care,Perham Health
,,Entry level,"Frenchtown, MI",9.0,Transportation/Trucking/Railroad,American Trucking Group
,,Entry level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Corpus Christi, TX",1320.0,Hospitals and Health Care,GI Alliance
,,Mid-Senior level,"Corpus Christi, TX",1320.0,Hospitals and Health Care,GI Alliance
,1.0,Associate,United States,79.0,Software Development,Zippy
,,Mid-Senior level,"Lebanon, TN",17857.0,Hospitals and Health Care,Vanderbilt University Medical Center
,,,"Dallas, TX",2862.0,"Transportation, Logistics, Supply Chain and Storage",FedEx Logistics
,,,"Cape Coral, FL",28447.0,Retail,Ulta Beauty
,,Associate,"Boston, MA",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Associate,Greater Tampa Bay Area,308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Associate,"Indianapolis, IN",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Entry level,"Hazel Crest, IL",156.0,Home Health Care Services,Healthcare Plus
,,Entry level,"Jacksonville, NC",91.0,Defense and Space Manufacturing,"Predicate Logic, Inc."
,,Mid-Senior level,"Little Rock, AR",78.0,Non-profit Organizations,"Arkansas Enterprises for the Developmentally Disabled, Inc. (AEDD)"
,,Internship,"Denver, CO",48.0,Construction,"United Contractor Services, LLC"
,,Entry level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Mid-Senior level,"Miami, FL",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Atlanta, GA",29941.0,Industrial Machinery Manufacturing,Schindler Group
125900.0,1.0,Mid-Senior level,United States,645.0,Software Development,Cribl
85000.0,,Mid-Senior level,"New York, United States",62.0,Advertising Services,Craft
,,Associate,"Kansas City, MO",7267.0,Motor Vehicle Manufacturing,Antolin
,,,"Montevideo, MN",1349.0,Oil and Gas,MVM
,,Entry level,"Koloa, HI",4808.0,Hospitality,Grand Hyatt
,1.0,,"Los Angeles, CA",23.0,Advertising Services,ShoutVox
,,Mid-Senior level,"Pompano Beach, FL",2597.0,"Transportation, Logistics, Supply Chain and Storage","RXO, Inc."
18.73,,Entry level,"Bellevue, WA",18214.0,Construction,Ferguson 
,,,"Euless, TX",28447.0,Retail,Ulta Beauty
,,,"Euless, TX",28447.0,Retail,Ulta Beauty
,,Mid-Senior level,"Malta, OH",17.0,Airlines and Aviation,GOOSE Recruitment 
,,Mid-Senior level,"Laconia, NH",95.0,Staffing and Recruiting,TriOptus
,,Entry level,"St Augustine, FL",2335.0,Retail,Batteries Plus
,,Internship,"Texas, United States",119.0,Utilities,"Directional Services, Inc."
36.06,,Mid-Senior level,"Eugene, OR",114.0,Individual and Family Services,Looking Glass Community Services
,1.0,Director,"New York, United States",491.0,Financial Services,Form3
,,Mid-Senior level,"Cary, NC",104.0,IT Services and IT Consulting,Venturi
125000.0,1.0,Mid-Senior level,United States,17.0,Information Services,Iceberg (Cyber Security)
,,Entry level,"Tempe, AZ",127620.0,"Appliances, Electrical, and Electronics Manufacturing",Honeywell
,,Mid-Senior level,"Mesa County, CO",990.0,Civil Engineering,"Atwell, LLC"
86100.0,,Entry level,"Torrance, CA",127620.0,"Appliances, Electrical, and Electronics Manufacturing",Honeywell
,,Mid-Senior level,"Arlington, TX",1.0,Staffing and Recruiting,Versa Recruiting LLC
,,Mid-Senior level,"Aberdeen Proving Ground, MD",16.0,Defense and Space Manufacturing,"STaR - Systems Technology & Research, Inc."
,,Entry level,"Elizabethtown, PA",26.0,Human Resources,Eklego Workforce Solutions
28.0,,Mid-Senior level,"Windsor, CO",308.0,Construction,"BHI, CO"
,,,"Fort Lauderdale, FL",74847.0,Restaurants,Domino's
,,Mid-Senior level,"Atlanta, GA",29941.0,Industrial Machinery Manufacturing,Schindler Group
,,Entry level,"Atlanta, GA",29941.0,Industrial Machinery Manufacturing,Schindler Group
87935.0,1.0,Mid-Senior level,United States,4309.0,Human Resources Services,Randstad Sourceright
22.4,,,"Rolla, MO",2926.0,Research Services,Missouri University of Science and Technology
15.3,,Entry level,"Kalispell, MT",18214.0,Construction,Ferguson 
16.39,,Entry level,"Hillsboro, OR",18214.0,Construction,Ferguson 
,,Associate,"New York, NY",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Associate,"Chicago, IL",308.0,Pharmaceutical Manufacturing,Hyde Engineering + Consulting
,,Entry level,"Lexington Park, MD",16.0,Defense and Space Manufacturing,"STaR - Systems Technology & Research, Inc."
,,Entry level,"Columbia, SC",2335.0,Retail,Batteries Plus
,,Entry level,"Goodwell, OK",152.0,Hospitality,"Great Western Dining Service, Inc."
,,Entry level,"New Castle, PA",125.0,Construction,Bruce & Merrilees Electric Co.
,,Entry level,"Roxbury, ME",65.0,Hospitals and Health Care,Chelsea Jewish Lifecare 
,,Mid-Senior level,"Traverse City, MI",21.0,Food and Beverage Manufacturing,Canteen Services Inc
,,Entry level,"Tulsa, OK",465.0,Hospitals and Health Care,Our Blood Institute
,,Entry level,"Aurora, CO",117.0,Retail,JARS Cannabis
,,Entry level,"Vancouver, WA",17175.0,Truck Transportation,BNSF Railway
,,Entry level,"Lexington, KY",7154.0,Automation Machinery Manufacturing,Motion
63293.0,,Entry level,"Spokane, WA",10101.0,Hospitals and Health Care,MultiCare Health System
61422.0,,Entry level,"Gig Harbor, WA",10101.0,Hospitals and Health Care,MultiCare Health System
,,,"Coral Gables, FL",74847.0,Restaurants,Domino's
,,,"Las Vegas, NV",74847.0,Restaurants,Domino's
,,Entry level,Killeen-Temple Area,7154.0,Automation Machinery Manufacturing,Motion
,,Entry level,"Tempe, AZ",74847.0,Restaurants,Domino's
,,,"Henderson, NV",74847.0,Restaurants,Domino's
,,,"Miramar, FL",74847.0,Restaurants,Domino's
,,Entry level,"Independence, KS",1898.0,"Transportation, Logistics, Supply Chain and Storage",VSE Corporation
,,Entry level,"Birch Run, MI",26987.0,Food and Beverage Services,Sysco
20.22,,,"Rolla, MO",2926.0,Research Services,Missouri University of Science and Technology
20.0,,Entry level,"Hodgkins, IL",1082.0,Food and Beverage Services,Bolthouse Farms
,,Mid-Senior level,"Nashville, TN",17857.0,Hospitals and Health Care,Vanderbilt University Medical Center
18.73,,Entry level,"Seattle, WA",18214.0,Construction,Ferguson 
,,Entry level,"Hawaii, United States",95.0,Staffing and Recruiting,TriOptus
,,Entry level,"Delta, CO",95.0,Staffing and Recruiting,TriOptus
,,Mid-Senior level,"Las Vegas, NV",26.0,Human Resources,Eklego Workforce Solutions
,,Mid-Senior level,"Columbus, IN",26.0,Human Resources,Eklego Workforce Solutions
,,Entry level,"Adrian, MI",9.0,Transportation/Trucking/Railroad,American Trucking Group
,,Entry level,"Leeds, NY",106.0,Facilities Services,BlueChip Pros 
18.0,,Entry level,"Pasadena, CA",3.0,,Crown City Tire Auto Care
,,Mid-Senior level,"Minneapolis, MN",1014.0,Retail,Lunds & Byerlys
,,Entry level,"Houston, TX",110.0,Business Consulting and Services,Access Sciences
51648.0,,Entry level,"Spokane, WA",10101.0,Hospitals and Health Care,MultiCare Health System
63293.0,,Entry level,"Spokane, WA",10101.0,Hospitals and Health Care,MultiCare Health System
,,,"Hampton, VA",74847.0,Restaurants,Domino's
,1.0,Mid-Senior level,United States,311.0,Chemical Manufacturing,Servomex
